onset	duration	trial_type	image_n	colour	shape	orientation	catch_trial	catch_on	catch_outcome	response_time
30.824219	0.5	constant	1	red	3	180	False	False	correct_rejection	n/a
31.311523	0.5	constant	2	red	3	195	False	False	correct_rejection	n/a
31.811523	0.5	constant	3	red	3	210	False	False	correct_rejection	n/a
32.311523	0.5	constant	4	red	3	225	False	False	correct_rejection	n/a
33.328125	0.5	constant	1	green	1	180	False	False	correct_rejection	n/a
33.811523	0.5	constant	2	green	1	195	False	False	correct_rejection	n/a
34.311523	0.5	constant	3	green	1	210	False	False	correct_rejection	n/a
34.811523	0.5	constant	4	green	1	225	False	False	correct_rejection	n/a
35.829102	0.5	neutral-colour	1	yellow	3	180	False	False	correct_rejection	n/a
36.328125	0.5	neutral-colour	2	green	3	195	False	False	correct_rejection	n/a
36.828125	0.5	neutral-colour	3	blue	3	210	False	False	correct_rejection	n/a
37.328125	0.5	neutral-colour	4	green	3	225	False	False	correct_rejection	n/a
38.344727	0.5	violation-colour	1	yellow	3	180	False	False	correct_rejection	n/a
38.844727	0.5	violation-colour	2	yellow	3	195	False	False	correct_rejection	n/a
39.344727	0.5	violation-colour	3	yellow	3	210	False	False	correct_rejection	n/a
39.844727	0.5	violation-colour	4	red	3	225	False	False	correct_rejection	n/a
40.860352	0.5	violation-colour	1	red	1	180	False	False	correct_rejection	n/a
41.344727	0.5	violation-colour	2	red	1	195	False	False	correct_rejection	n/a
41.844727	0.5	violation-colour	3	red	1	210	False	False	correct_rejection	n/a
42.344727	0.5	violation-colour	4	green	1	225	False	False	correct_rejection	n/a
43.360352	0.5	violation-shape	1	yellow	1	250	False	False	correct_rejection	n/a
43.844727	0.5	violation-shape	2	yellow	1	230	False	False	correct_rejection	n/a
44.344727	0.5	violation-shape	3	yellow	1	210	False	False	correct_rejection	n/a
44.844727	0.5	violation-shape	4	yellow	2	190	False	False	correct_rejection	n/a
45.861328	0.5	constant	1	blue	1	180	False	False	correct_rejection	n/a
46.361328	0.5	constant	2	blue	1	195	False	False	correct_rejection	n/a
46.861328	0.5	constant	3	blue	1	210	False	False	correct_rejection	n/a
47.361328	0.5	constant	4	blue	1	225	False	False	correct_rejection	n/a
48.375977	0.5	violation-orientation	1	red	2	180	False	False	correct_rejection	n/a
48.861328	0.5	violation-orientation	2	red	2	195	False	False	correct_rejection	n/a
49.361328	0.5	violation-orientation	3	red	2	210	False	False	correct_rejection	n/a
49.861328	0.5	violation-orientation	4	red	2	190	False	False	correct_rejection	n/a
50.876953	0.5	neutral-shape	1	yellow	2	250	False	False	correct_rejection	n/a
51.361328	0.5	neutral-shape	2	yellow	1	230	False	False	correct_rejection	n/a
51.861328	0.5	neutral-shape	3	yellow	4	210	False	False	correct_rejection	n/a
52.361328	0.5	neutral-shape	4	yellow	1	190	False	False	correct_rejection	n/a
53.376953	0.5	violation-orientation	1	blue	2	180	False	False	correct_rejection	n/a
53.861328	0.5	violation-orientation	2	blue	2	195	False	False	correct_rejection	n/a
54.361328	0.5	violation-orientation	3	blue	2	210	False	False	correct_rejection	n/a
54.861328	0.5	violation-orientation	4	blue	2	190	False	False	correct_rejection	n/a
55.875977	0.5	violation-orientation	1	blue	4	250	False	False	correct_rejection	n/a
56.361328	0.5	violation-orientation	2	blue	4	230	False	False	correct_rejection	n/a
56.860352	0.5	violation-orientation	3	blue	4	210	False	False	correct_rejection	n/a
57.360352	0.5	violation-orientation	4	blue	4	225	False	False	correct_rejection	n/a
