onset	duration	trial_type	image_n	colour	shape	orientation	catch_trial	catch_on	catch_outcome	response_time
55.867188	0.5	neutral-colour	1	red	4	250	False	False	correct_rejection	n/a
56.352539	0.5	neutral-colour	2	green	4	230	False	False	correct_rejection	n/a
56.852539	0.5	neutral-colour	3	yellow	4	210	False	False	correct_rejection	n/a
57.352539	0.5	neutral-colour	4	blue	4	190	False	False	correct_rejection	n/a
58.370117	0.5	constant	1	yellow	1	180	False	False	correct_rejection	n/a
58.869141	0.5	constant	2	yellow	1	195	False	False	correct_rejection	n/a
59.369141	0.5	constant	3	yellow	1	210	False	False	correct_rejection	n/a
59.869141	0.5	constant	4	yellow	1	225	False	False	correct_rejection	n/a
60.888672	0.5	neutral-shape	1	red	2	250	True	False	miss	n/a
61.385742	0.5	neutral-shape	2	red	1	230	True	False	miss	n/a
61.885742	0.5	neutral-shape	3	red	3	210	True	True	miss	0.0
62.385742	0.5	neutral-shape	4	red	1	190	True	False	miss	n/a
63.402344	0.5	violation-orientation	1	red	2	250	False	False	correct_rejection	n/a
63.885742	0.5	violation-orientation	2	red	2	230	False	False	correct_rejection	n/a
64.385742	0.5	violation-orientation	3	red	2	210	False	False	correct_rejection	n/a
64.885742	0.5	violation-orientation	4	red	2	225	False	False	correct_rejection	n/a
65.901367	0.5	violation-orientation	1	red	2	180	False	False	correct_rejection	n/a
66.385742	0.5	violation-orientation	2	red	2	195	False	False	correct_rejection	n/a
66.885742	0.5	violation-orientation	3	red	2	210	False	False	correct_rejection	n/a
67.385742	0.5	violation-orientation	4	red	2	190	False	False	correct_rejection	n/a
68.401367	0.5	neutral-colour	1	blue	1	180	True	True	miss	0.0
68.885742	0.5	neutral-colour	2	yellow	1	195	True	False	miss	n/a
69.385742	0.5	neutral-colour	3	red	1	210	True	False	miss	n/a
69.885742	0.5	neutral-colour	4	yellow	1	225	True	False	miss	n/a
70.90332	0.5	constant	1	yellow	3	250	True	False	miss	n/a
71.402344	0.5	constant	2	yellow	3	230	True	False	miss	n/a
71.902344	0.5	constant	3	yellow	3	210	True	True	miss	0.0
72.402344	0.5	constant	4	yellow	3	190	True	False	miss	n/a
73.418945	0.5	constant	1	red	4	250	False	False	correct_rejection	n/a
73.902344	0.5	constant	2	red	4	230	False	False	correct_rejection	n/a
74.402344	0.5	constant	3	red	4	210	False	False	correct_rejection	n/a
74.902344	0.5	constant	4	red	4	190	False	False	correct_rejection	n/a
75.917969	0.5	violation-orientation	1	yellow	4	250	False	False	correct_rejection	n/a
76.402344	0.5	violation-orientation	2	yellow	4	230	False	False	correct_rejection	n/a
76.902344	0.5	violation-orientation	3	yellow	4	210	False	False	correct_rejection	n/a
77.402344	0.5	violation-orientation	4	yellow	4	225	False	False	correct_rejection	n/a
78.418945	0.5	constant	1	blue	3	250	False	False	correct_rejection	n/a
78.918945	0.5	constant	2	blue	3	230	False	False	correct_rejection	n/a
79.418945	0.5	constant	3	blue	3	210	False	False	correct_rejection	n/a
79.918945	0.5	constant	4	blue	3	190	False	False	correct_rejection	n/a
80.93457	0.5	neutral-shape	1	blue	3	180	False	False	correct_rejection	n/a
81.418945	0.5	neutral-shape	2	blue	1	195	False	False	correct_rejection	n/a
81.918945	0.5	neutral-shape	3	blue	4	210	False	False	correct_rejection	n/a
82.418945	0.5	neutral-shape	4	blue	3	225	False	False	correct_rejection	n/a
83.43457	0.5	violation-orientation	1	green	2	180	False	False	correct_rejection	n/a
83.918945	0.5	violation-orientation	2	green	2	195	False	False	correct_rejection	n/a
84.418945	0.5	violation-orientation	3	green	2	210	False	False	correct_rejection	n/a
84.918945	0.5	violation-orientation	4	green	2	190	False	False	correct_rejection	n/a
85.935547	0.5	violation-shape	1	yellow	3	250	False	False	correct_rejection	n/a
86.435547	0.5	violation-shape	2	yellow	3	230	False	False	correct_rejection	n/a
86.935547	0.5	violation-shape	3	yellow	3	210	False	False	correct_rejection	n/a
87.435547	0.5	violation-shape	4	yellow	2	190	False	False	correct_rejection	n/a
88.450195	0.5	constant	1	red	4	180	False	False	correct_rejection	n/a
88.935547	0.5	constant	2	red	4	195	False	False	correct_rejection	n/a
89.435547	0.5	constant	3	red	4	210	False	False	correct_rejection	n/a
89.935547	0.5	constant	4	red	4	225	False	False	correct_rejection	n/a
90.950195	0.5	constant	1	yellow	4	250	True	False	miss	n/a
91.435547	0.5	constant	2	yellow	4	230	True	False	miss	n/a
91.935547	0.5	constant	3	yellow	4	210	True	True	miss	0.0
92.435547	0.5	constant	4	yellow	4	190	True	False	miss	n/a
93.452148	0.5	neutral-shape	1	green	4	250	False	False	correct_rejection	n/a
93.935547	0.5	neutral-shape	2	green	3	230	False	False	correct_rejection	n/a
94.435547	0.5	neutral-shape	3	green	1	210	False	False	correct_rejection	n/a
94.935547	0.5	neutral-shape	4	green	3	190	False	False	correct_rejection	n/a
95.951172	0.5	constant	1	green	1	250	False	False	correct_rejection	n/a
96.435547	0.5	constant	2	green	1	230	False	False	correct_rejection	n/a
96.935547	0.5	constant	3	green	1	210	False	False	correct_rejection	n/a
97.435547	0.5	constant	4	green	1	190	False	False	correct_rejection	n/a
98.451172	0.5	violation-shape	1	green	3	250	False	False	correct_rejection	n/a
98.93457	0.5	violation-shape	2	green	3	230	False	False	correct_rejection	n/a
99.43457	0.5	violation-shape	3	green	3	210	False	False	correct_rejection	n/a
99.93457	0.5	violation-shape	4	green	4	190	False	False	correct_rejection	n/a
100.951172	0.5	constant	1	green	1	250	False	False	correct_rejection	n/a
101.43457	0.5	constant	2	green	1	230	False	False	correct_rejection	n/a
101.93457	0.5	constant	3	green	1	210	False	False	correct_rejection	n/a
102.43457	0.5	constant	4	green	1	190	False	False	correct_rejection	n/a
103.450195	0.5	violation-orientation	1	blue	2	250	False	False	correct_rejection	n/a
103.93457	0.5	violation-orientation	2	blue	2	230	False	False	correct_rejection	n/a
104.43457	0.5	violation-orientation	3	blue	2	210	False	False	correct_rejection	n/a
104.93457	0.5	violation-orientation	4	blue	2	225	False	False	correct_rejection	n/a
105.951172	0.5	constant	1	red	3	180	False	False	correct_rejection	n/a
106.43457	0.5	constant	2	red	3	195	False	False	correct_rejection	n/a
106.93457	0.5	constant	3	red	3	210	False	False	correct_rejection	n/a
107.43457	0.5	constant	4	red	3	225	False	False	correct_rejection	n/a
108.451172	0.5	neutral-colour	1	blue	4	250	False	False	correct_rejection	n/a
108.93457	0.5	neutral-colour	2	red	4	230	False	False	correct_rejection	n/a
109.43457	0.5	neutral-colour	3	green	4	210	False	False	correct_rejection	n/a
109.93457	0.5	neutral-colour	4	red	4	190	False	False	correct_rejection	n/a
110.950195	0.5	violation-orientation	1	yellow	2	250	False	False	correct_rejection	n/a
111.43457	0.5	violation-orientation	2	yellow	2	230	False	False	correct_rejection	n/a
111.93457	0.5	violation-orientation	3	yellow	2	210	False	False	correct_rejection	n/a
112.43457	0.5	violation-orientation	4	yellow	2	225	False	False	correct_rejection	n/a
113.450195	0.5	constant	1	yellow	4	250	False	False	correct_rejection	n/a
113.93457	0.5	constant	2	yellow	4	230	False	False	correct_rejection	n/a
114.43457	0.5	constant	3	yellow	4	210	False	False	correct_rejection	n/a
114.93457	0.5	constant	4	yellow	4	190	False	False	correct_rejection	n/a
115.951172	0.5	neutral-colour	1	red	3	180	False	False	correct_rejection	n/a
116.451172	0.5	neutral-colour	2	yellow	3	195	False	False	correct_rejection	n/a
116.951172	0.5	neutral-colour	3	green	3	210	False	False	correct_rejection	n/a
117.451172	0.5	neutral-colour	4	yellow	3	225	False	False	correct_rejection	n/a
118.466797	0.5	neutral-shape	1	yellow	2	250	False	False	correct_rejection	n/a
118.951172	0.5	neutral-shape	2	yellow	3	230	False	False	correct_rejection	n/a
119.451172	0.5	neutral-shape	3	yellow	1	210	False	False	correct_rejection	n/a
119.951172	0.5	neutral-shape	4	yellow	4	190	False	False	correct_rejection	n/a
120.96582	0.5	violation-shape	1	blue	2	180	False	False	correct_rejection	n/a
121.451172	0.5	violation-shape	2	blue	2	195	False	False	correct_rejection	n/a
121.951172	0.5	violation-shape	3	blue	2	210	False	False	correct_rejection	n/a
122.451172	0.5	violation-shape	4	blue	1	225	False	False	correct_rejection	n/a
123.46875	0.5	neutral-colour	1	blue	1	250	False	False	correct_rejection	n/a
123.967773	0.5	neutral-colour	2	red	1	230	False	False	correct_rejection	n/a
124.467773	0.5	neutral-colour	3	green	1	210	False	False	correct_rejection	n/a
124.967773	0.5	neutral-colour	4	red	1	190	False	False	correct_rejection	n/a
125.983398	0.5	violation-colour	1	red	2	250	False	False	correct_rejection	n/a
126.467773	0.5	violation-colour	2	red	2	230	False	False	correct_rejection	n/a
126.967773	0.5	violation-colour	3	red	2	210	False	False	correct_rejection	n/a
127.467773	0.5	violation-colour	4	green	2	190	False	False	correct_rejection	n/a
128.482422	0.5	neutral-colour	1	green	1	180	False	False	correct_rejection	n/a
128.967773	0.5	neutral-colour	2	red	1	195	False	False	correct_rejection	n/a
129.467773	0.5	neutral-colour	3	yellow	1	210	False	False	correct_rejection	n/a
129.967773	0.5	neutral-colour	4	green	1	225	False	False	correct_rejection	n/a
130.984375	0.5	violation-orientation	1	red	3	250	False	False	correct_rejection	n/a
131.484375	0.5	violation-orientation	2	red	3	230	False	False	correct_rejection	n/a
131.984375	0.5	violation-orientation	3	red	3	210	False	False	correct_rejection	n/a
132.484375	0.5	violation-orientation	4	red	3	225	False	False	correct_rejection	n/a
133.499023	0.5	constant	1	green	4	250	False	False	correct_rejection	n/a
133.984375	0.5	constant	2	green	4	230	False	False	correct_rejection	n/a
134.484375	0.5	constant	3	green	4	210	False	False	correct_rejection	n/a
134.984375	0.5	constant	4	green	4	190	False	False	correct_rejection	n/a
135.999023	0.5	violation-colour	1	red	4	180	False	False	correct_rejection	n/a
136.484375	0.5	violation-colour	2	red	4	195	False	False	correct_rejection	n/a
136.984375	0.5	violation-colour	3	red	4	210	False	False	correct_rejection	n/a
137.484375	0.5	violation-colour	4	yellow	4	225	False	False	correct_rejection	n/a
138.5	0.5	violation-shape	1	blue	3	250	False	False	correct_rejection	n/a
138.983398	0.5	violation-shape	2	blue	3	230	False	False	correct_rejection	n/a
139.483398	0.5	violation-shape	3	blue	3	210	False	False	correct_rejection	n/a
139.983398	0.5	violation-shape	4	blue	2	190	False	False	correct_rejection	n/a
140.999023	0.5	neutral-colour	1	red	2	250	False	False	correct_rejection	n/a
141.483398	0.5	neutral-colour	2	yellow	2	230	False	False	correct_rejection	n/a
141.983398	0.5	neutral-colour	3	green	2	210	False	False	correct_rejection	n/a
142.483398	0.5	neutral-colour	4	yellow	2	190	False	False	correct_rejection	n/a
143.499023	0.5	violation-colour	1	blue	4	180	False	False	correct_rejection	n/a
143.983398	0.5	violation-colour	2	blue	4	195	False	False	correct_rejection	n/a
144.483398	0.5	violation-colour	3	blue	4	210	False	False	correct_rejection	n/a
144.983398	0.5	violation-colour	4	green	4	225	False	False	correct_rejection	n/a
146.0	0.5	neutral-colour	1	green	2	180	False	False	correct_rejection	n/a
146.483398	0.5	neutral-colour	2	yellow	2	195	False	False	correct_rejection	n/a
146.983398	0.5	neutral-colour	3	red	2	210	False	False	correct_rejection	n/a
147.483398	0.5	neutral-colour	4	yellow	2	225	False	False	correct_rejection	n/a
148.499023	0.5	constant	1	blue	4	250	False	False	correct_rejection	n/a
148.983398	0.5	constant	2	blue	4	230	False	False	correct_rejection	n/a
149.483398	0.5	constant	3	blue	4	210	False	False	correct_rejection	n/a
149.983398	0.5	constant	4	blue	4	190	False	False	correct_rejection	n/a
150.999023	0.5	constant	1	yellow	3	180	False	False	correct_rejection	n/a
151.483398	0.5	constant	2	yellow	3	195	False	False	correct_rejection	n/a
151.983398	0.5	constant	3	yellow	3	210	False	False	correct_rejection	n/a
152.483398	0.5	constant	4	yellow	3	225	False	False	correct_rejection	n/a
153.5	0.5	neutral-colour	1	green	4	250	False	False	correct_rejection	n/a
153.983398	0.5	neutral-colour	2	blue	4	230	False	False	correct_rejection	n/a
154.483398	0.5	neutral-colour	3	red	4	210	False	False	correct_rejection	n/a
154.983398	0.5	neutral-colour	4	green	4	190	False	False	correct_rejection	n/a
155.999023	0.5	constant	1	blue	4	250	True	False	hit	n/a
