onset	duration	trial_type	image_n	colour	shape	orientation	catch_trial	catch_on	catch_outcome	response_time
31.352539	0.5	constant	1	blue	2	0	False	False	correct_rejection	n/a
31.836914	0.5	constant	2	blue	2	20	False	False	correct_rejection	n/a
32.336914	0.5	constant	3	blue	2	40	False	False	correct_rejection	n/a
32.836914	0.5	constant	4	blue	2	60	False	False	correct_rejection	n/a
33.855469	0.5	violation-colour	1	blue	1	0	False	False	correct_rejection	n/a
34.353516	0.5	violation-colour	2	blue	1	20	False	False	correct_rejection	n/a
34.852539	0.5	violation-colour	3	blue	1	40	False	False	correct_rejection	n/a
35.353516	0.5	violation-colour	4	red	1	60	False	False	correct_rejection	n/a
36.37207	0.5	constant	1	yellow	4	70	False	False	correct_rejection	n/a
36.870117	0.5	constant	2	yellow	4	55	False	False	correct_rejection	n/a
37.369141	0.5	constant	3	yellow	4	40	False	False	correct_rejection	n/a
37.869141	0.5	constant	4	yellow	4	25	False	False	correct_rejection	n/a
38.899414	0.5	constant	1	blue	1	0	False	False	correct_rejection	n/a
39.386719	0.5	constant	2	blue	1	20	False	False	correct_rejection	n/a
39.885742	0.5	constant	3	blue	1	40	False	False	correct_rejection	n/a
40.385742	0.5	constant	4	blue	1	60	False	False	correct_rejection	n/a
41.404297	0.5	violation-shape	1	green	1	70	False	False	correct_rejection	n/a
41.902344	0.5	violation-shape	2	green	1	55	False	False	correct_rejection	n/a
42.402344	0.5	violation-shape	3	green	1	40	False	False	correct_rejection	n/a
42.902344	0.5	violation-shape	4	green	3	25	False	False	correct_rejection	n/a
43.920898	0.5	constant	1	blue	3	0	False	False	correct_rejection	n/a
44.418945	0.5	constant	2	blue	3	20	False	False	correct_rejection	n/a
44.918945	0.5	constant	3	blue	3	40	False	False	correct_rejection	n/a
45.418945	0.5	constant	4	blue	3	60	False	False	correct_rejection	n/a
46.44043	0.5	neutral-colour	1	yellow	4	0	False	False	correct_rejection	n/a
46.935547	0.5	neutral-colour	2	green	4	20	False	False	correct_rejection	n/a
47.435547	0.5	neutral-colour	3	red	4	40	False	False	correct_rejection	n/a
47.936523	0.5	neutral-colour	4	green	4	60	False	False	correct_rejection	n/a
49.007812	0.5	violation-shape	1	red	3	70	False	False	correct_rejection	n/a
49.50293	0.5	violation-shape	2	red	3	55	False	False	correct_rejection	n/a
50.00293	0.5	violation-shape	3	red	3	40	False	False	correct_rejection	n/a
50.50293	0.5	violation-shape	4	red	1	25	False	False	correct_rejection	n/a
51.519531	0.5	constant	1	blue	4	0	False	False	correct_rejection	n/a
52.019531	0.5	constant	2	blue	4	20	False	False	correct_rejection	n/a
52.519531	0.5	constant	3	blue	4	40	False	False	correct_rejection	n/a
53.019531	0.5	constant	4	blue	4	60	False	False	correct_rejection	n/a
54.083008	0.5	violation-shape	1	red	3	70	False	False	correct_rejection	n/a
54.569336	0.5	violation-shape	2	red	3	55	False	False	correct_rejection	n/a
55.069336	0.5	violation-shape	3	red	3	40	False	False	correct_rejection	n/a
55.570312	0.5	violation-shape	4	red	4	25	False	False	correct_rejection	n/a
56.626953	0.5	constant	1	red	3	0	False	False	correct_rejection	n/a
57.119141	0.5	constant	2	red	3	20	False	False	correct_rejection	n/a
57.619141	0.5	constant	3	red	3	40	False	False	correct_rejection	n/a
58.119141	0.5	constant	4	red	3	60	False	False	correct_rejection	n/a
59.186523	0.5	constant	1	yellow	3	0	False	False	correct_rejection	n/a
59.685547	0.5	constant	2	yellow	3	20	False	False	correct_rejection	n/a
60.185547	0.5	constant	3	yellow	3	40	False	False	correct_rejection	n/a
60.685547	0.5	constant	4	yellow	3	60	False	False	correct_rejection	n/a
61.703125	0.5	violation-orientation	1	blue	1	70	False	False	correct_rejection	n/a
62.202148	0.5	violation-orientation	2	blue	1	55	False	False	correct_rejection	n/a
62.702148	0.5	violation-orientation	3	blue	1	40	False	False	correct_rejection	n/a
63.202148	0.5	violation-orientation	4	blue	1	60	False	False	correct_rejection	n/a
64.219727	0.5	neutral-shape	1	blue	2	70	False	False	correct_rejection	n/a
64.71875	0.5	neutral-shape	2	blue	4	55	False	False	correct_rejection	n/a
65.21875	0.5	neutral-shape	3	blue	1	40	False	False	correct_rejection	n/a
65.71875	0.5	neutral-shape	4	blue	4	25	False	False	correct_rejection	n/a
66.735352	0.5	constant	1	yellow	4	0	False	False	correct_rejection	n/a
67.21875	0.5	constant	2	yellow	4	20	False	False	correct_rejection	n/a
67.71875	0.5	constant	3	yellow	4	40	False	False	correct_rejection	n/a
68.21875	0.5	constant	4	yellow	4	60	False	False	correct_rejection	n/a
69.237305	0.5	constant	1	yellow	3	70	False	False	correct_rejection	n/a
69.735352	0.5	constant	2	yellow	3	55	False	False	correct_rejection	n/a
70.235352	0.5	constant	3	yellow	3	40	False	False	correct_rejection	n/a
70.735352	0.5	constant	4	yellow	3	25	False	False	correct_rejection	n/a
71.75293	0.5	constant	1	green	3	0	False	False	correct_rejection	n/a
72.251953	0.5	constant	2	green	3	20	False	False	correct_rejection	n/a
72.751953	0.5	constant	3	green	3	40	False	False	correct_rejection	n/a
73.251953	0.5	constant	4	green	3	60	False	False	correct_rejection	n/a
74.269531	0.5	violation-orientation	1	green	2	70	False	False	correct_rejection	n/a
74.768555	0.5	violation-orientation	2	green	2	55	False	False	correct_rejection	n/a
75.268555	0.5	violation-orientation	3	green	2	40	False	False	correct_rejection	n/a
75.769531	0.5	violation-orientation	4	green	2	60	False	False	correct_rejection	n/a
76.813477	0.5	neutral-colour	1	red	4	70	False	False	correct_rejection	n/a
77.301758	0.5	neutral-colour	2	yellow	4	55	False	False	correct_rejection	n/a
77.801758	0.5	neutral-colour	3	blue	4	40	False	False	correct_rejection	n/a
78.302734	0.5	neutral-colour	4	red	4	25	False	False	correct_rejection	n/a
79.373047	0.5	constant	1	yellow	2	0	False	False	correct_rejection	n/a
79.868164	0.5	constant	2	yellow	2	20	False	False	correct_rejection	n/a
80.368164	0.5	constant	3	yellow	2	40	False	False	correct_rejection	n/a
80.868164	0.5	constant	4	yellow	2	60	False	False	correct_rejection	n/a
81.911133	0.5	neutral-colour	1	red	2	0	True	False	hit	n/a
82.401367	0.5	neutral-colour	2	blue	2	20	True	True	hit	0.566971468565
82.901367	0.5	neutral-colour	3	green	2	40	True	False	hit	n/a
83.401367	0.5	neutral-colour	4	yellow	2	60	True	False	hit	n/a
84.418945	0.5	violation-colour	1	red	4	0	False	False	correct_rejection	n/a
84.918945	0.5	violation-colour	2	red	4	20	False	False	correct_rejection	n/a
85.418945	0.5	violation-colour	3	red	4	40	False	False	correct_rejection	n/a
85.918945	0.5	violation-colour	4	green	4	60	False	False	correct_rejection	n/a
86.96875	0.5	violation-orientation	1	blue	3	70	False	False	correct_rejection	n/a
87.467773	0.5	violation-orientation	2	blue	3	55	False	False	correct_rejection	n/a
87.967773	0.5	violation-orientation	3	blue	3	40	False	False	correct_rejection	n/a
88.467773	0.5	violation-orientation	4	blue	3	60	False	False	correct_rejection	n/a
89.524414	0.5	constant	1	blue	4	0	False	False	correct_rejection	n/a
90.017578	0.5	constant	2	blue	4	20	False	False	correct_rejection	n/a
90.517578	0.5	constant	3	blue	4	40	False	False	correct_rejection	n/a
91.017578	0.5	constant	4	blue	4	60	False	False	correct_rejection	n/a
92.036133	0.5	violation-shape	1	green	4	0	False	False	correct_rejection	n/a
92.53418	0.5	violation-shape	2	green	4	20	False	False	correct_rejection	n/a
93.03418	0.5	violation-shape	3	green	4	40	False	False	correct_rejection	n/a
93.53418	0.5	violation-shape	4	green	1	60	False	False	correct_rejection	n/a
94.549805	0.5	constant	1	green	4	0	False	False	correct_rejection	n/a
95.03418	0.5	constant	2	green	4	20	False	False	correct_rejection	n/a
95.53418	0.5	constant	3	green	4	40	False	False	correct_rejection	n/a
96.03418	0.5	constant	4	green	4	60	False	False	correct_rejection	n/a
97.084961	0.5	neutral-colour	1	yellow	1	0	False	False	correct_rejection	n/a
97.584961	0.5	neutral-colour	2	red	1	20	False	False	correct_rejection	n/a
98.083984	0.5	neutral-colour	3	green	1	40	False	False	correct_rejection	n/a
98.583984	0.5	neutral-colour	4	red	1	60	False	False	correct_rejection	n/a
99.601562	0.5	constant	1	red	3	70	True	False	hit	n/a
100.101562	0.5	constant	2	red	3	55	True	True	hit	0.48343258872
100.601562	0.5	constant	3	red	3	40	True	False	hit	n/a
101.101562	0.5	constant	4	red	3	25	True	False	hit	n/a
102.140625	0.5	constant	1	yellow	2	70	False	False	correct_rejection	n/a
102.634766	0.5	constant	2	yellow	2	55	False	False	correct_rejection	n/a
103.134766	0.5	constant	3	yellow	2	40	False	False	correct_rejection	n/a
103.633789	0.5	constant	4	yellow	2	25	False	False	correct_rejection	n/a
104.650391	0.5	violation-shape	1	green	1	0	False	False	correct_rejection	n/a
105.133789	0.5	violation-shape	2	green	1	20	False	False	correct_rejection	n/a
105.633789	0.5	violation-shape	3	green	1	40	False	False	correct_rejection	n/a
106.133789	0.5	violation-shape	4	green	2	60	False	False	correct_rejection	n/a
107.166016	0.5	constant	1	red	3	70	False	False	correct_rejection	n/a
107.650391	0.5	constant	2	red	3	55	False	False	correct_rejection	n/a
108.150391	0.5	constant	3	red	3	40	False	False	correct_rejection	n/a
108.650391	0.5	constant	4	red	3	25	False	False	correct_rejection	n/a
109.669922	0.5	violation-orientation	1	red	1	70	False	False	correct_rejection	n/a
110.166992	0.5	violation-orientation	2	red	1	55	False	False	correct_rejection	n/a
110.666992	0.5	violation-orientation	3	red	1	40	False	False	correct_rejection	n/a
111.166992	0.5	violation-orientation	4	red	1	60	False	False	correct_rejection	n/a
112.181641	0.5	neutral-colour	1	green	4	0	False	False	correct_rejection	n/a
112.666992	0.5	neutral-colour	2	yellow	4	20	False	False	correct_rejection	n/a
113.166992	0.5	neutral-colour	3	blue	4	40	False	False	correct_rejection	n/a
113.666992	0.5	neutral-colour	4	green	4	60	False	False	correct_rejection	n/a
114.682617	0.5	constant	1	blue	4	70	False	False	correct_rejection	n/a
115.166992	0.5	constant	2	blue	4	55	False	False	correct_rejection	n/a
115.666992	0.5	constant	3	blue	4	40	False	False	correct_rejection	n/a
116.166992	0.5	constant	4	blue	4	25	False	False	correct_rejection	n/a
117.186523	0.5	constant	1	red	2	70	False	False	correct_rejection	n/a
117.683594	0.5	constant	2	red	2	55	False	False	correct_rejection	n/a
118.183594	0.5	constant	3	red	2	40	False	False	correct_rejection	n/a
118.683594	0.5	constant	4	red	2	25	False	False	correct_rejection	n/a
119.699219	0.5	constant	1	yellow	4	0	False	False	correct_rejection	n/a
120.183594	0.5	constant	2	yellow	4	20	False	False	correct_rejection	n/a
120.683594	0.5	constant	3	yellow	4	40	False	False	correct_rejection	n/a
121.183594	0.5	constant	4	yellow	4	60	False	False	correct_rejection	n/a
122.239258	0.5	violation-colour	1	blue	2	0	False	False	correct_rejection	n/a
122.733398	0.5	violation-colour	2	blue	2	20	False	False	correct_rejection	n/a
123.233398	0.5	violation-colour	3	blue	2	40	False	False	correct_rejection	n/a
123.733398	0.5	violation-colour	4	green	2	60	False	False	correct_rejection	n/a
124.764648	0.5	constant	1	blue	1	70	False	False	correct_rejection	n/a
125.250977	0.5	constant	2	blue	1	55	False	False	correct_rejection	n/a
125.750977	0.5	constant	3	blue	1	40	False	False	correct_rejection	n/a
126.250977	0.5	constant	4	blue	1	25	False	False	correct_rejection	n/a
127.321289	0.5	neutral-shape	1	red	1	0	False	False	correct_rejection	n/a
127.816406	0.5	neutral-shape	2	red	2	20	False	False	correct_rejection	n/a
